,City,Cloudiness(%),Country,Date,Humidity(%),Latitude,Longitude,Max Temperature(F),Wind Speed(mph)
357,Bāglung,99,NP,1623884173,86,28.2719,83.5898,68.63,2.46
358,Churapcha,39,RU,1623884173,35,62.0025,132.4325,63.95,11.25
359,Valparaíso,0,CL,1623884173,81,-33.0393,-71.6273,59.23,6.91
360,Alta Floresta,76,BR,1623884173,56,-9.8756,-56.0861,80.06,2.93
361,Melilla,0,ES,1623884174,73,35.2937,-2.9383,71.8,8.05
362,Porto-Novo,77,BJ,1623884174,74,6.4965,2.6036,82.22,12.35
363,Mfou,75,CM,1623884174,88,3.7159,11.6427,73.26,5.75
364,Kushiro,75,JP,1623884175,100,42.975,144.3747,50.95,2.3
365,Asino,71,RU,1623884175,93,56.9979,86.1452,58.46,4.61
366,Gōtsuchō,30,JP,1623884175,83,35.0,132.2167,71.28,2.62
367,Honiara,42,SB,1623884175,67,-9.4333,159.95,84.56,4.83
368,Nagato,44,JP,1623884176,87,34.3833,131.2,71.55,3.0
369,Longyearbyen,75,SJ,1623884176,75,78.2186,15.6401,37.24,11.5
370,Alora,83,ES,1623884176,74,36.8236,-4.7058,69.31,1.43
371,Escárcega,100,MX,1623884177,97,18.6089,-90.7454,74.57,2.93
372,Témiscaming,0,CA,1623884177,30,46.7212,-79.0971,69.35,9.22
373,Bolu Province,100,TR,1623884177,94,40.6667,31.5833,53.17,4.79
374,Umm Hājar,66,TD,1623884177,49,13.2954,19.6966,84.52,16.24
375,Mardin,0,TR,1623884178,57,37.3131,40.7436,62.17,4.16
376,Kiboga,100,UG,1623884178,93,0.9161,31.7742,60.55,2.33
377,Peleduy,66,RU,1623884178,71,59.6289,112.7406,60.64,3.51
378,Kara-Tyube,27,RU,1623884179,65,44.6336,45.4369,75.33,13.35
379,Flin Flon,90,CA,1623884179,82,54.7682,-101.865,64.24,17.27
380,Crişan,100,RO,1623884179,96,44.9667,29.4667,63.55,3.83
381,Manokwari,88,ID,1623884180,72,-0.8667,134.0833,79.74,3.15
382,Aksarka,66,RU,1623884180,45,66.5606,67.7975,59.45,13.53
383,Veselynove,46,UA,1623884180,87,47.3567,31.2349,61.07,5.59
384,Imbituba,87,BR,1623884180,71,-28.24,-48.6703,58.89,10.0
385,Inhambane,12,MZ,1623884181,83,-23.865,35.3833,67.51,7.72
386,Lalibela,99,ET,1623884181,35,12.0333,39.0333,63.03,6.35
387,Limbang,62,MY,1623884181,98,4.75,115.0,75.51,2.62
388,Katsuura,100,JP,1623884182,83,35.1333,140.3,73.11,8.43
389,Gaza,0,PS,1623884182,65,31.5,34.4667,73.38,7.72
390,Peterhead,75,GB,1623884182,88,57.5058,-1.7981,59.4,7.72
391,Bolshaya Sosnova,97,RU,1623884182,97,57.6713,54.6029,60.08,7.4
392,Sergeevka,5,KZ,1623884183,68,53.88,67.4158,66.33,6.62
393,Rørvik,100,NO,1623884183,80,64.8621,11.2373,54.07,5.59
394,Seoul,0,KR,1623884048,66,37.5683,126.9778,71.04,6.91
395,Kununurra,50,AU,1623884183,82,-15.7667,128.7333,62.58,0.0
396,Suamico,6,US,1623884184,29,44.6319,-88.0393,79.57,3.69
397,Catazaja,100,MX,1623884184,91,17.725,-92.0167,78.06,5.84
398,Umeå,0,SE,1623884184,87,63.8284,20.2597,44.91,3.44
399,Sibolga,91,ID,1623884185,86,1.7427,98.7792,75.61,2.57
400,Teya,90,RU,1623884185,76,60.3778,92.6267,59.45,4.09
401,Marzuq,100,YE,1623884185,29,14.4,46.4667,81.43,3.91
402,Concepción del Oro,26,MX,1623884186,20,24.6333,-101.4167,75.97,12.57
403,Arua,100,UG,1623884186,85,3.0201,30.9111,63.34,2.3
404,Tibati,21,CM,1623884186,98,6.4667,12.6333,65.14,2.46
405,Katerero,88,TZ,1623884186,69,-1.4,31.7333,65.84,4.97
406,Boké,100,GN,1623884187,88,10.9409,-14.2967,78.31,2.91
407,Kosh-Agach,1,RU,1623884187,51,50.0,88.6667,52.32,3.06
408,Alyangula,97,AU,1623884187,100,-13.8483,136.4192,69.67,4.61
409,Boyolangu,100,ID,1623884188,92,-8.1181,111.8935,75.15,2.39
410,Omboué,77,GA,1623884188,85,-1.5746,9.2618,76.03,8.41
411,Akdepe,0,TM,1623884188,32,42.0551,59.3788,73.49,8.37
412,Savannah Bight,100,HN,1623884188,84,16.45,-85.85,86.05,24.14
413,Khovd,0,MN,1623884189,44,48.0056,91.6419,57.74,1.19
414,Pijijiapan,100,MX,1623884189,84,15.7011,-93.23,79.9,0.92
415,Vostok,21,RU,1623884189,44,46.4856,135.8833,71.55,3.0
416,Serenje,0,ZM,1623884190,63,-13.2325,30.2352,49.82,4.88
417,Merauke,88,ID,1623884190,83,-8.4667,140.3333,78.31,9.48
418,San Francisco,75,US,1623883684,45,37.7749,-122.4194,102.31,5.99
419,Ayagoz,0,KZ,1623884191,57,47.9714,80.4392,58.14,8.88
420,Chumikan,100,RU,1623884191,75,54.7183,135.315,53.51,5.44
421,Miandrivazo,1,MG,1623884191,56,-19.5167,45.4667,69.42,3.85
422,Mokhsogollokh,58,RU,1623884191,46,61.4681,128.9203,65.71,5.19
423,Les Cayes,30,HT,1623884192,73,18.2,-73.75,82.53,8.16
424,Harar,98,ET,1623884192,75,9.3094,42.1258,59.59,4.36
425,Brae,91,GB,1623884192,78,60.3964,-1.353,46.31,12.59
426,Bone,56,DE,1623884193,70,51.9669,12.1396,70.47,7.61
427,Szigetvár,4,HU,1623884193,67,46.0486,17.8055,59.32,2.17
428,Buin,96,CL,1623884193,62,-33.7333,-70.75,63.05,2.1
429,Karaton,100,ID,1623884194,91,-6.3424,106.1045,79.95,1.92
430,Kaeo,3,NZ,1623884194,93,-35.1,173.7833,58.32,7.87
431,Nowy Tomyśl,7,PL,1623884194,88,52.3195,16.1284,65.86,7.85
432,Hailar,100,CN,1623884195,89,49.2,119.7,48.31,25.43
433,Faya,24,SA,1623884195,33,18.3851,42.4509,68.11,1.48
434,Darhan,100,MN,1623884195,74,49.4867,105.9228,52.34,5.37
435,Saint Paul Harbor,100,US,1623884196,86,57.79,-152.4072,48.07,6.93
436,Narrabri,0,AU,1623884196,87,-30.3167,149.7833,50.52,4.61
437,Aldan,63,RU,1623884196,75,58.6031,125.3894,55.92,5.06
438,Melfi,4,IT,1623884196,47,40.9965,15.6514,60.4,4.34
439,Kabinda,6,CD,1623884197,33,-6.1333,24.4833,65.62,3.89
440,Key Largo,100,US,1623884197,67,25.0865,-80.4473,82.98,10.96
441,Graaff-Reinet,75,ZA,1623884197,68,-32.2522,24.5308,49.93,2.26
442,Khuzhir,36,RU,1623884197,94,53.1939,107.3397,43.32,7.83
443,Galashki,14,RU,1623884198,68,43.1136,44.9894,63.55,5.5
444,Tocopilla,2,CL,1623884198,65,-22.092,-70.1979,65.84,5.19
445,Mozarlândia,28,BR,1623884198,30,-14.7447,-50.5706,76.71,4.9
446,Tessalit,0,ML,1623884199,10,20.1986,1.0114,93.24,12.12
447,Tura,99,IN,1623884199,90,25.5198,90.2201,74.3,3.38
448,Chadiza,0,ZM,1623884199,63,-14.0678,32.4392,52.61,2.89
449,Talas,75,TR,1623884199,82,38.6908,35.5538,52.47,5.75
450,Laramie,1,US,1623884200,15,41.3114,-105.5911,82.78,16.11
451,Hay River,90,CA,1623884200,93,60.8156,-115.7999,42.78,23.02
452,Santa Marinella,100,IT,1623884200,88,42.0345,11.8536,74.41,4.5
453,Yerky,81,UA,1623884201,96,48.9906,30.9882,60.19,7.31
454,Bhādra,0,IN,1623884201,59,29.1167,75.1667,86.22,6.04
455,St. George's,75,GD,1623884201,94,12.0564,-61.7485,78.48,12.66
456,Gamba,68,GA,1623884201,84,-2.65,10.0,75.76,6.31
457,Aquiraz,37,BR,1623884202,70,-3.9014,-38.3911,84.22,8.63
458,Keti Bandar,39,PK,1623884202,69,24.1447,67.4497,85.33,10.27
459,Half Moon Bay,99,US,1623884202,57,37.4636,-122.4286,99.91,14.88
460,Dwārka,65,IN,1623884203,77,22.2394,68.9678,85.84,14.05
461,Brasiléia,20,BR,1623884203,69,-11.0161,-68.7481,82.85,5.75
462,Adamantas,0,GR,1623884203,72,36.7333,24.4333,65.62,9.01
463,Baiyin,100,CN,1623884204,73,36.5583,104.2081,50.88,2.86
464,Torbat-e Jām,0,IR,1623884204,16,35.244,60.6225,71.28,10.74
465,Sayyan,90,YE,1623884204,58,15.1718,44.3244,63.01,2.33
466,Booué,95,GA,1623884204,97,-0.0921,11.9385,72.0,2.48
467,Harrai,97,IN,1623884205,74,22.6167,79.2167,79.29,4.34
468,Dickinson,40,US,1623884205,60,29.4608,-95.0513,96.17,1.99
469,Ulaangom,3,MN,1623884205,68,49.9811,92.0667,55.6,2.48
470,Birjand,0,IR,1623884206,10,32.8663,59.2211,70.27,11.5
471,Morros,69,BR,1623884206,40,-9.4467,-46.3003,81.14,3.67
472,Kismayo,100,SO,1623884206,81,-0.3582,42.5454,76.71,15.03
473,Sikonge,77,TZ,1623884206,50,-5.6333,32.7667,62.51,5.37
474,Verāval,91,IN,1623884207,81,20.9,70.3667,84.36,15.97
475,Nosy Varika,98,MG,1623884207,82,-20.5833,48.5333,67.03,5.48
476,Bar Harbor,7,US,1623884207,40,44.3876,-68.2039,69.91,7.0
477,Novobirilyussy,90,RU,1623884207,94,56.9514,90.6661,55.08,5.75
478,Oranjemund,41,NA,1623884208,83,-28.55,16.4333,57.45,2.46
479,Taganak,69,PH,1623884208,79,6.0833,118.3,78.94,9.82
480,Burnie,99,AU,1623884208,87,-41.0667,145.9167,50.85,6.13
481,Philadelphia,2,US,1623884121,32,39.9523,-75.1638,78.22,4.0
482,Batemans Bay,95,AU,1623884209,60,-35.7167,150.1833,50.92,8.48
483,Naze,92,JP,1623884209,84,28.3667,129.4833,76.12,10.33
484,Sebezh,12,RU,1623884209,72,56.2955,28.4654,50.72,1.3
485,Prince Rupert,1,CA,1623884210,65,54.3161,-130.3201,60.89,5.75
486,Nabire,99,ID,1623884210,86,-3.3667,135.4833,76.89,2.24
487,Farafangana,50,MG,1623884210,71,-22.8167,47.8333,67.32,2.71
488,Spornoye,2,RU,1623884211,96,50.8448,37.2913,60.82,8.05
489,Amapá,7,BR,1623884211,98,1.0,-52.0,72.18,2.33
490,Nantucket,11,US,1623884211,75,41.2835,-70.0995,71.04,11.77
491,Shingū,90,JP,1623884211,89,33.7333,135.9833,70.92,7.58
492,Krasnosel'kup,48,RU,1623884212,84,65.7,82.4667,55.98,5.23
493,Watsa,94,CD,1623884212,96,3.0372,29.5355,63.21,1.83
494,Sakakah,0,SA,1623884212,26,29.9697,40.2064,83.77,14.23
495,Lakes Entrance,82,AU,1623884213,85,-37.8811,147.981,46.18,9.53
496,Myaundzha,43,RU,1623884213,39,63.0494,147.1858,50.47,13.24
497,Chara,100,RU,1623884213,69,56.9064,118.2631,54.82,7.87
498,Egvekinot,100,RU,1623884213,89,66.3167,-179.1667,36.59,6.22
499,Port-Cartier,97,CA,1623884214,96,50.0334,-66.8654,48.92,8.12
500,Biak,42,ID,1623884214,81,-0.9131,122.8766,76.75,5.59
501,Charcas,20,MX,1623884214,26,23.1333,-101.1167,76.3,15.68
502,Mapiripán,97,CO,1623884215,92,2.8892,-72.1256,74.34,3.22
503,Pozo Colorado,100,PY,1623884215,63,-23.4923,-58.7972,59.04,8.23
504,Siruguppa,99,IN,1623884215,79,15.6333,76.9,76.05,16.62
505,Ambon City,75,ID,1623884216,94,-3.6954,128.1814,75.34,2.3
506,Pimentel,90,PE,1623884216,83,-6.8367,-79.9342,68.29,19.57
507,Nieuw Nickerie,50,SR,1623884216,87,5.95,-56.9833,79.05,9.37
508,Sorong,83,ID,1623884122,84,-0.8833,131.25,77.38,3.69
509,Tsogni,88,GA,1623884217,84,-2.7942,10.0988,75.34,6.11
510,Kiryat Gat,1,IL,1623884217,100,31.61,34.7642,72.28,5.06
511,Mapiri,85,BO,1623884217,93,-15.25,-68.1667,64.87,0.51
512,Trofors,83,NO,1623884218,75,65.5333,13.4063,58.35,3.49
513,Sittwe,100,MM,1623884218,89,20.15,92.9,77.94,12.39
514,Mâncio Lima,0,BR,1623884218,70,-7.6142,-72.8958,84.27,0.0
515,Faanui,100,PF,1623884219,77,-16.4833,-151.75,80.29,21.18
516,Kruisfontein,2,ZA,1623884219,83,-34.0033,24.7314,51.89,6.67
517,West Wendover,1,US,1623884105,12,40.7391,-114.0733,88.81,4.61
518,Mandurah,0,AU,1623884092,82,-32.55,115.7,50.13,7.2
519,Monticello,1,US,1623884219,36,45.3055,-93.7941,89.85,3.44
520,Kupang,20,ID,1623884220,83,-10.1667,123.5833,75.78,8.05
521,Boa Esperança,0,BR,1623884220,57,-21.09,-45.5658,61.29,4.23
522,Saint-Pierre,75,RE,1623884220,85,-21.3393,55.4781,71.24,12.66
523,Kosonsoy,28,UZ,1623884220,34,41.2561,71.5508,63.16,6.62
524,Taltal,3,CL,1623884221,68,-25.4,-70.4833,61.36,3.2
525,Pitimbu,8,BR,1623884221,84,-7.4706,-34.8086,77.59,11.56
526,Rundu,8,NA,1623884221,33,-17.9333,19.7667,53.62,4.59
527,Muborak,0,UZ,1623884222,14,39.2553,65.1528,76.71,7.49
528,Bud,10,US,1623884222,45,39.447,-86.1758,81.84,1.45
529,Katangli,2,RU,1623884222,65,51.7102,143.2326,65.01,15.97
530,Ariquemes,81,BR,1623884222,70,-9.9133,-63.0408,77.94,3.18
531,Jinchang,83,CN,1623884223,56,38.4953,102.1739,57.65,3.71
532,Labé,96,GN,1623884109,93,11.3182,-12.2833,67.1,5.28
533,Linxia Chengguanzhen,100,CN,1623884223,76,35.6003,103.2064,50.7,1.19
534,Mingora,24,PK,1623884184,55,34.7758,72.3625,66.42,5.64
535,Port Blair,100,IN,1623884224,80,11.6667,92.75,82.51,16.17
536,La Ronge,90,CA,1623884224,52,55.1001,-105.2842,68.25,8.05
537,Muzhi,76,RU,1623884224,58,65.3667,64.6667,61.07,9.57
538,Margate,54,GB,1623884224,92,51.3813,1.3862,67.17,4.0
539,Turan,20,VN,1623884225,70,16.0678,108.2208,84.25,1.14
540,Río Gallegos,0,AR,1623884122,65,-51.6226,-69.2181,39.25,6.91
541,Buta,100,CD,1623884225,99,2.7858,24.73,69.55,2.73
542,Moga,6,IN,1623884225,56,30.8,75.1667,77.45,5.99
543,Port Augusta,27,AU,1623884226,94,-32.5,137.7667,52.7,6.93
544,Sørland,44,NO,1623884226,70,67.667,12.6934,46.6,12.82
545,Cumana,100,VE,1623884018,87,10.4635,-64.1775,80.69,13.0
546,Baghdad,0,IQ,1623884226,30,33.3406,44.4009,84.11,14.97
547,Conde,75,BR,1623884227,88,-7.2597,-34.9075,76.46,10.36
548,Delano,1,US,1623884227,20,35.7688,-119.247,89.6,0.0
549,Tongliao,100,CN,1623884227,56,43.6125,122.2653,66.0,13.78
550,Barra de Tecoanapa,100,MX,1623884227,82,16.5167,-98.75,81.39,11.39
551,Puerto Escondido,100,MX,1623884228,84,15.85,-97.0667,79.81,11.32
552,Eyemouth,65,GB,1623884228,82,55.8713,-2.0901,56.98,6.73
553,Starodzhereliyevskaya,31,RU,1623884229,97,45.476,38.2968,70.29,8.75
554,Waddān,0,LY,1623884229,51,29.1614,16.139,74.44,16.04
555,Touros,2,BR,1623884229,81,-5.1989,-35.4608,79.7,14.92
556,Ottersberg,98,DE,1623884229,83,53.1,9.15,71.51,10.54
557,Kushmurun,6,KZ,1623884230,36,52.4503,64.6311,70.7,5.44
558,Kedrovyy,70,RU,1623884230,94,56.1667,91.8167,48.61,4.63
559,Katwijk,1,NL,1623884230,74,52.1942,4.4222,72.95,8.1
560,Slave Lake,90,CA,1623883954,58,55.2834,-114.769,58.98,34.52
561,Maragogi,37,BR,1623883995,90,-9.0122,-35.2225,75.33,7.25
562,Comodoro Rivadavia,0,AR,1623884231,81,-45.8667,-67.5,37.26,3.44
563,Sami,87,GM,1623884231,54,13.5833,-15.2,85.89,11.5
564,Lázaro Cárdenas,100,MX,1623884231,74,17.9583,-102.2,84.11,6.51
565,El Sauzal de Rodríguez,79,MX,1623884232,66,31.9,-116.6833,72.61,8.61
566,Kandava,18,LV,1623884199,81,57.0409,22.7747,49.17,2.55
567,Zeya,100,RU,1623884232,98,53.75,127.2667,59.63,9.4
568,Kantilo,100,IN,1623884232,70,20.35,85.1833,80.46,4.27
569,Jalu,0,LY,1623884233,29,29.0331,21.5482,79.59,8.97
570,Maridi,100,SS,1623884233,92,4.9158,29.4742,67.41,3.22
